,type,ID,Date&Time,Severity,Casualties,# of Casualties,# of Vehicles,Latitude,Longitude,Coordinates
73,Feature,199901BS00312,"9:15am, 4th June 1999",serious,Cyclist,1,2,51.492941,-0.183959,"[-0.183967, 51.492965]"
74,Feature,199901BS00315,"9:10am, 18th May 1999",slight,Cyclist,1,3,51.488515,-0.176933,"[-0.176909, 51.488499]"
75,Feature,199901BS00320,"1:00pm, 14th May 1999",slight,Cyclist,1,2,51.48115,-0.183275,"[-0.183302, 51.481169]"
76,Feature,199901BS00324,"2:05pm, 14th June 1999",slight,Cyclist,1,2,51.484655,-0.183136,"[-0.183129, 51.484657]"
77,Feature,199901BS00327,"6:50pm, 16th June 1999",serious,Cyclist,1,2,51.496404,-0.169558,"[-0.169548, 51.496418]"
78,Feature,199901BS00329,"5:15pm, 20th June 1999",slight,Cyclist,1,2,51.488868,-0.164963,"[-0.164977, 51.488891]"
79,Feature,199901BS00330,"3:15pm, 18th June 1999",slight,Cyclist,1,2,51.483785,-0.185043,"[-0.185018, 51.483809]"
80,Feature,199901BS00335,"11:50pm, 16th June 1999",slight,Cyclist,1,2,51.502278,-0.188775,"[-0.188755, 51.502286]"
81,Feature,199901BS00340,"8:10pm, 22nd June 1999",slight,Cyclist,1,2,51.501667,-0.184188,"[-0.184214, 51.501672]"
82,Feature,199901BS00347,"9:45am, 25th June 1999",slight,Cyclist,1,2,51.491742,-0.164703,"[-0.164699, 51.491728]"
83,Feature,199901BS00348,"2:50pm, 26th June 1999",slight,Cyclist,1,2,51.484361,-0.175802,"[-0.175815, 51.48438]"
84,Feature,199901BS00357,"1:15pm, 25th June 1999",slight,Cyclist,1,2,51.488425,-0.176936,"[-0.176959, 51.488405]"
85,Feature,199901BS00358,"9:15am, 23rd June 1999",slight,Cyclist,1,2,51.497208,-0.157712,"[-0.157722, 51.497195]"
86,Feature,199901BS00369,"8:05am, 2nd July 1999",slight,Cyclist,1,2,51.483954,-0.161271,"[-0.161296, 51.48398]"
87,Feature,199901BS00388,"6:30pm, 7th July 1999",slight,Cyclist,1,2,51.480806,-0.184297,"[-0.184319, 51.480813]"
88,Feature,199901BS00397,"8:00pm, 9th July 1999",slight,Cyclist,1,2,51.493759,-0.17874,"[-0.178762, 51.493764]"
89,Feature,199901BS00410,"6:30pm, 20th July 1999",slight,Cyclist,1,2,51.493368,-0.165214,"[-0.165203, 51.493393]"
90,Feature,199901BS00413,"5:25pm, 16th July 1999",slight,Cyclist,1,2,51.50143,-0.192122,"[-0.192146, 51.501438]"
91,Feature,199901BS00415,"8:00am, 29th June 1999",slight,Cyclist,1,2,51.486622,-0.170814,"[-0.170787, 51.48663]"
92,Feature,199901BS00421,"12:30pm, 22nd July 1999",slight,Cyclist,1,2,51.482076,-0.173445,"[-0.173455, 51.482055]"
93,Feature,199901BS00422,"11:37am, 23rd July 1999",slight,Cyclist,1,2,51.488868,-0.164963,"[-0.16498, 51.488874]"
94,Feature,199901BS00430,"5:31pm, 26th July 1999",slight,Cyclist,1,2,51.486008,-0.177609,"[-0.177611, 51.486005]"
95,Feature,199901BS00442,"8:44am, 3rd August 1999",slight,Cyclist,1,2,51.494977,-0.181861,"[-0.181855, 51.494972]"
96,Feature,199901BS00450,"7:24pm, 7th August 1999",slight,Cyclist,1,2,51.488425,-0.176936,"[-0.176938, 51.488423]"
97,Feature,199901BS00454,"4:38pm, 10th August 1999",slight,Cyclist,1,2,51.495204,-0.179115,"[-0.1791, 51.495211]"
98,Feature,199901BS00455,"6:00pm, 26th July 1999",slight,Cyclist,1,2,51.48342,-0.167342,"[-0.167357, 51.483409]"
99,Feature,199901BS00472,"12:00pm, 21st August 1999",slight,Cyclist,1,2,51.488475,-0.162818,"[-0.162805, 51.488483]"
100,Feature,199901BS00480,"8:20am, 24th August 1999",serious,Cyclist,1,2,51.484361,-0.175802,"[-0.175826, 51.484336]"
101,Feature,199901BS00486,"8:47am, 25th August 1999",slight,Cyclist,1,2,51.488776,-0.176346,"[-0.176347, 51.48877]"
102,Feature,199901BS00487,"9:09am, 25th August 1999",serious,Cyclist,1,2,51.485669,-0.173157,"[-0.173145, 51.48567]"
103,Feature,199901BS00502,"12:00pm, 28th August 1999",slight,Cyclist,1,2,51.48703,-0.173967,"[-0.173968, 51.487031]"
104,Feature,199901BS00515,"5:40pm, 1st September 1999",slight,Cyclist,1,2,51.481914,-0.180364,"[-0.180382, 51.481922]"
105,Feature,199901BS00537,"1:55pm, 6th September 1999",slight,Cyclist,1,2,51.501358,-0.181607,"[-0.181618, 51.501367]"
106,Feature,199901BS00542,"9:00pm, 7th September 1999",slight,Cyclist,1,2,51.498461,-0.157374,"[-0.157388, 51.49846]"
107,Feature,199901BS00543,"5:45pm, 13th September 1999",slight,Cyclist,1,2,51.482637,-0.186385,"[-0.186386, 51.48266]"
108,Feature,199901BS00568,"12:00pm, 9th September 1999",slight,Cyclist,1,2,51.482516,-0.178612,"[-0.178588, 51.482498]"
109,Feature,199901BS00616,"4:30pm, 30th September 1999",slight,Cyclist,1,2,51.501862,-0.190953,"[-0.190959, 51.501886]"
110,Feature,199901BS00635,"4:50pm, 4th October 1999",slight,"Pedestrian,Cyclist",2,1,51.488783,-0.165254,"[-0.16523, 51.488785]"
111,Feature,199901BS00649,"4:20pm, 2nd October 1999",slight,Cyclist,1,2,51.482076,-0.173445,"[-0.173424, 51.482078]"
112,Feature,199901BS00667,"9:07am, 10th September 1999",slight,Cyclist,1,2,51.488576,-0.192487,"[-0.192496, 51.488572]"
113,Feature,199901BS00692,"10:11am, 23rd October 1999",slight,Cyclist,1,2,51.492183,-0.187302,"[-0.187328, 51.492199]"
114,Feature,199901BS00697,"2:20pm, 15th October 1999",slight,Cyclist,1,2,51.486534,-0.170962,"[-0.170982, 51.486556]"
115,Feature,199901BS00720,"8:30am, 2nd November 1999",slight,Cyclist,1,2,51.48149,-0.176205,"[-0.176225, 51.481483]"
116,Feature,199901BS00723,"8:40pm, 31st October 1999",slight,Cyclist,1,2,51.484918,-0.182693,"[-0.182666, 51.484933]"
117,Feature,199901BS00733,"4:30pm, 8th November 1999",slight,Cyclist,1,2,51.488673,-0.169724,"[-0.169714, 51.488661]"
118,Feature,199901BS00760,"11:00am, 15th November 1999",slight,Cyclist,1,2,51.493667,-0.184362,"[-0.184372, 51.493657]"
119,Feature,199901BS00765,"6:45pm, 27th October 1999",slight,Cyclist,1,2,51.50134,-0.180455,"[-0.180478, 51.501318]"
120,Feature,199901BS00771,"5:15pm, 14th November 1999",slight,Cyclist,1,1,51.492092,-0.193068,"[-0.193089, 51.492087]"
121,Feature,199901BS00780,"9:40pm, 20th November 1999",slight,Cyclist,1,2,51.486152,-0.169537,"[-0.169512, 51.486126]"
122,Feature,199901BS00783,"10:58am, 27th November 1999",serious,Cyclist,1,2,51.49617,-0.183398,"[-0.183388, 51.496162]"
123,Feature,199901BS00810,"12:00pm, 7th December 1999",slight,Cyclist,1,2,51.496199,-0.173745,"[-0.173759, 51.496208]"
124,Feature,199901BS00814,"9:36am, 8th December 1999",slight,Cyclist,1,2,51.483253,-0.185496,"[-0.185522, 51.483276]"
125,Feature,199901BS00841,"9:50pm, 10th December 1999",slight,Cyclist,1,2,51.501957,-0.185474,"[-0.185469, 51.50198]"
126,Feature,199901BS00850,"5:55pm, 9th December 1999",slight,Cyclist,1,2,51.484361,-0.175802,"[-0.175786, 51.484342]"
127,Feature,199901BS00873,"8:20am, 23rd December 1999",slight,Cyclist,1,2,51.495808,-0.183269,"[-0.183275, 51.495799]"
128,Feature,199901BS00877,"5:45pm, 1st December 1999",slight,Cyclist,1,2,51.490351,-0.162022,"[-0.162033, 51.490326]"
129,Feature,199901BS00888,"8:30am, 20th December 1999",slight,Cyclist,1,2,51.489416,-0.19447,"[-0.194478, 51.489395]"
130,Feature,199901BS09051,"10:00am, 10th December 1999",slight,Cyclist,1,2,51.493838,-0.178017,"[-0.178011, 51.493834]"
131,Feature,199901CD00013,"12:10pm, 15th January 1999",slight,Cyclist,1,2,51.514098,-0.139592,"[-0.139568, 51.514099]"
132,Feature,199901CD00026,"12:41pm, 11th January 1999",slight,Cyclist,1,2,51.512149,-0.158551,"[-0.158538, 51.512123]"
133,Feature,199901CD00027,"2:53pm, 22nd January 1999",slight,Cyclist,1,2,51.509676,-0.138619,"[-0.138602, 51.509687]"
134,Feature,199901CD00046,"8:10am, 8th February 1999",slight,Cyclist,1,2,51.505815,-0.144684,"[-0.144671, 51.505815]"
135,Feature,199901CD00053,"3:46pm, 13th February 1999",slight,Cyclist,1,2,51.512365,-0.149462,"[-0.14948, 51.512351]"
136,Feature,199901CD00061,"5:10pm, 20th February 1999",slight,Cyclist,1,2,51.50758,-0.131211,"[-0.131199, 51.507581]"
137,Feature,199901CD00067,"1:30pm, 18th February 1999",slight,Cyclist,1,2,51.506429,-0.149415,"[-0.149412, 51.506448]"
138,Feature,199901CD00089,"8:50am, 16th March 1999",slight,Cyclist,1,2,51.510063,-0.134712,"[-0.134713, 51.510056]"
139,Feature,199901CD00116,"5:45am, 7th April 1999",serious,Cyclist,1,2,51.511651,-0.132774,"[-0.132758, 51.51164]"
140,Feature,199901CD00139,"9:05am, 12th April 1999",slight,Cyclist,1,2,51.503217,-0.150986,"[-0.150976, 51.503238]"
141,Feature,199901CD00146,"5:30pm, 19th April 1999",slight,Cyclist,1,2,51.512637,-0.132589,"[-0.132589, 51.512615]"
142,Feature,199901CD00149,"1:50am, 24th April 1999",slight,Cyclist,1,1,51.509932,-0.137744,"[-0.13774, 51.509952]"
143,Feature,199901CD00175,"3:27pm, 27th May 1999",slight,Cyclist,1,2,51.515034,-0.136238,"[-0.13626, 51.515044]"
144,Feature,199901CD00179,"3:00pm, 11th May 1999",slight,Cyclist,1,2,51.510266,-0.14753,"[-0.147543, 51.510249]"
145,Feature,199901CD00180,"9:02pm, 28th May 1999",slight,Cyclist,1,2,51.511077,-0.136256,"[-0.13627, 51.51106]"
146,Feature,199901CD00189,"11:25am, 7th June 1999",slight,Cyclist,1,1,51.504331,-0.147482,"[-0.147476, 51.504336]"
147,Feature,199901CD00213,"8:30pm, 25th June 1999",slight,Cyclist,1,2,51.512193,-0.132896,"[-0.132875, 51.512215]"
148,Feature,199901CD00219,"11:35am, 22nd June 1999",slight,Cyclist,1,2,51.513759,-0.135282,"[-0.135277, 51.513774]"
149,Feature,199901CD00237,"1:25pm, 7th July 1999",slight,Cyclist,1,2,51.5099,-0.135727,"[-0.135702, 51.509891]"
150,Feature,199901CD00249,"2:50am, 10th July 1999",slight,Cyclist,1,2,51.513759,-0.135282,"[-0.135263, 51.513762]"
151,Feature,199901CD00269,"7:25pm, 18th July 1999",slight,Cyclist,1,2,51.515614,-0.138809,"[-0.138806, 51.515617]"
152,Feature,199901CD00292,"3:30pm, 28th July 1999",slight,Cyclist,1,2,51.507034,-0.142185,"[-0.142192, 51.507049]"
153,Feature,199901CD00295,"5:00pm, 1st August 1999",slight,Cyclist,1,2,51.513124,-0.129254,"[-0.129256, 51.513105]"
154,Feature,199901CD00308,"9:30am, 17th August 1999",slight,Cyclist,1,2,51.511736,-0.132482,"[-0.132463, 51.511748]"
155,Feature,199901CD00323,"5:45pm, 21st August 1999",slight,Cyclist,1,2,51.514573,-0.129916,"[-0.129898, 51.514598]"
156,Feature,199901CD00329,"10:52am, 8th September 1999",slight,Cyclist,1,2,51.514566,-0.135104,"[-0.135124, 51.514567]"
157,Feature,199901CD00339,"6:00pm, 9th September 1999",slight,Cyclist,1,2,51.509879,-0.157201,"[-0.157196, 51.509905]"
158,Feature,199901CD00357,"1:50pm, 23rd September 1999",slight,Cyclist,1,2,51.509973,-0.134716,"[-0.134731, 51.509957]"
159,Feature,199901CD00358,"3:24pm, 7th October 1999",slight,Cyclist,1,3,51.512167,-0.131311,"[-0.131294, 51.512159]"
160,Feature,199901CD00365,"5:15pm, 1st October 1999",slight,Cyclist,1,2,51.508164,-0.139689,"[-0.139701, 51.508159]"
161,Feature,199901CD00372,"3:00pm, 8th October 1999",slight,Cyclist,1,2,51.509452,-0.14151,"[-0.141522, 51.509473]"
162,Feature,199901CP00004,"9:12am, 6th January 1999",slight,Cyclist,1,2,51.510205,-0.104298,"[-0.104298, 51.510179]"
163,Feature,199901CP00007,"9:15am, 21st January 1999",slight,Cyclist,1,2,51.516512,-0.105045,"[-0.105051, 51.516511]"
164,Feature,199901CP00012,"8:29am, 27th January 1999",slight,Cyclist,1,2,51.510836,-0.093319,"[-0.093312, 51.510862]"
165,Feature,199901CP00014,"10:10am, 19th January 1999",slight,Cyclist,1,2,51.51161,-0.091125,"[-0.091103, 51.511597]"
166,Feature,199901CP00027,"8:00am, 27th January 1999",slight,Cyclist,1,2,51.510731,-0.086838,"[-0.086832, 51.510723]"
167,Feature,199901CP00032,"6:20pm, 29th January 1999",serious,Cyclist,1,2,51.510622,-0.08569,"[-0.085715, 51.510628]"
168,Feature,199901CP00047,"2:53pm, 17th February 1999",slight,Cyclist,1,2,51.51911,-0.087784,"[-0.087758, 51.519101]"
169,Feature,199901CP00049,"1:37pm, 25th February 1999",slight,Cyclist,1,2,51.517338,-0.089444,"[-0.089419, 51.517324]"
170,Feature,199901CP00056,"3:20pm, 23rd February 1999",slight,Cyclist,1,2,51.513956,-0.102701,"[-0.102724, 51.513968]"
171,Feature,199901CP00061,"10:16pm, 4th February 1999",slight,Cyclist,1,2,51.511229,-0.09532,"[-0.095317, 51.511255]"
172,Feature,199901CP00062,"9:38am, 5th February 1999",slight,Cyclist,1,2,51.514164,-0.104422,"[-0.104418, 51.514151]"
173,Feature,199901CP00066,"1:33am, 12th February 1999",slight,Cyclist,1,2,51.517453,-0.096502,"[-0.096476, 51.517454]"
174,Feature,199901CP00070,"4:20pm, 16th February 1999",slight,Cyclist,1,2,51.517047,-0.104735,"[-0.104732, 51.517048]"
175,Feature,199901CP00071,"7:15pm, 18th February 1999",slight,Cyclist,1,2,51.513081,-0.104179,"[-0.104174, 51.513087]"
176,Feature,199901CP00083,"5:59pm, 10th March 1999",slight,Cyclist,1,2,51.512231,-0.079569,"[-0.079554, 51.512225]"
177,Feature,199901CP00088,"12:40pm, 29th March 1999",slight,Cyclist,1,2,51.515513,-0.098889,"[-0.098894, 51.515525]"
178,Feature,199901CP00092,"7:45am, 4th March 1999",slight,Cyclist,1,2,51.512203,-0.094415,"[-0.094429, 51.512225]"
179,Feature,199901CP00094,"5:10pm, 24th March 1999",slight,Cyclist,1,2,51.517239,-0.088872,"[-0.088875, 51.51722]"
180,Feature,199901CP00103,"1:00pm, 5th March 1999",serious,Cyclist,1,2,51.514109,-0.106586,"[-0.106606, 51.514132]"
181,Feature,199901CP00104,"4:45pm, 3rd March 1999",slight,Cyclist,1,2,51.513227,-0.113252,"[-0.113266, 51.513253]"
182,Feature,199901CP00122,"6:45pm, 13th April 1999",slight,Cyclist,1,2,51.517647,-0.097359,"[-0.097351, 51.517662]"
183,Feature,199901CP00124,"8:45am, 16th April 1999",slight,Cyclist,1,2,51.518277,-0.102954,"[-0.102969, 51.51828]"
184,Feature,199901CP00128,"1:05pm, 6th April 1999",slight,Cyclist,1,2,51.512535,-0.092672,"[-0.092683, 51.51254]"
185,Feature,199901CP00129,"3:35pm, 6th April 1999",serious,Cyclist,1,2,51.51406,-0.103561,"[-0.103571, 51.514038]"
186,Feature,199901CP00142,"9:30am, 30th March 1999",slight,Cyclist,1,2,51.522814,-0.077827,"[-0.077832, 51.52283]"
187,Feature,199901CP00143,"12:00pm, 17th April 1999",slight,Cyclist,1,2,51.518537,-0.08579,"[-0.08578, 51.518525]"
188,Feature,199901CP00145,"8:50am, 19th April 1999",slight,Cyclist,1,2,51.516043,-0.081715,"[-0.081739, 51.516063]"
189,Feature,199901CP00148,"4:39pm, 23rd April 1999",slight,Cyclist,1,2,51.513191,-0.077799,"[-0.077817, 51.513169]"
190,Feature,199901CP00152,"8:15am, 30th April 1999",serious,Cyclist,1,2,51.520047,-0.079096,"[-0.079087, 51.520074]"
191,Feature,199901CP00154,"9:00am, 27th April 1999",slight,Cyclist,1,2,51.518171,-0.079896,"[-0.079875, 51.518158]"
192,Feature,199901CP00155,"1:10pm, 23rd April 1999",slight,Cyclist,1,2,51.508673,-0.087501,"[-0.087476, 51.508676]"
193,Feature,199901CP00157,"9:50am, 30th April 1999",serious,Cyclist,1,2,51.516643,-0.085437,"[-0.085461, 51.516645]"
194,Feature,199901CP00166,"8:55am, 21st May 1999",slight,Cyclist,1,2,51.514526,-0.104551,"[-0.104532, 51.514524]"
195,Feature,199901CP00167,"9:35am, 20th May 1999",slight,Cyclist,1,2,51.51651,-0.104901,"[-0.104924, 51.516513]"
196,Feature,199901CP00171,"1:20pm, 14th May 1999",slight,Cyclist,1,2,51.514132,-0.108026,"[-0.108006, 51.514107]"
197,Feature,199901CP00182,"8:20am, 6th May 1999",slight,Cyclist,1,2,51.509367,-0.08041,"[-0.080405, 51.509364]"
198,Feature,199901CP00195,"5:10pm, 21st May 1999",slight,Cyclist,1,2,51.518169,-0.079752,"[-0.079737, 51.518195]"
199,Feature,199901CP00197,"1:06pm, 28th May 1999",slight,Cyclist,1,2,51.520328,-0.085283,"[-0.085295, 51.520347]"
200,Feature,199901CP00198,"11:45pm, 29th May 1999",slight,Cyclist,1,1,51.509856,-0.088316,"[-0.088322, 51.509845]"
201,Feature,199901CP00209,"7:20pm, 3rd June 1999",slight,Cyclist,1,2,51.517595,-0.105288,"[-0.105275, 51.517597]"
202,Feature,199901CP00213,"8:00am, 11th June 1999",slight,"Pedestrian,Cyclist",2,1,51.510744,-0.093179,"[-0.093198, 51.510736]"
203,Feature,199901CP00216,"8:00pm, 2nd June 1999",slight,Cyclist,1,1,51.518142,-0.11132,"[-0.111315, 51.518144]"
